timestamp,price_usd,total_volume_usd
2024-10-26T08:18:10.673192,66585.66535501445,20844352952.0588
2024-10-26T08:22:26.803156,66585.66535501445,21945805294.08759
2024-10-26T08:30:16.791797,66585.66535501445,25671202820.301937
2024-10-26T08:58:21.540019,66585.66535501445,24816498992.797623
2024-10-26T09:15:21.401504,66585.66535501445,25195742963.78299
2024-10-26T09:17:20.930225,66585.66535501445,26918138108.684593
2024-10-26T09:23:34.330606,66585.66535501445,29739475123.15403
2024-10-26T10:51:35.771480,72291.30757433388,31872407069.13654
2024-10-26T18:07:04.163267,70422.36299959089,34372322716.3301
2024-10-26T18:10:02.818666,70456.55475962952,36414988920.256004
2024-10-26T18:51:15.461239,66585.66535501445,38086261268.92265
2024-10-26T18:57:24.943726,70439.4588796102,33375366673.135693
2024-10-26T18:58:30.719423,70422.36299959089,29221518663.482773
2024-10-26T19:24:26.754436,67560.92407549689,26607049958.906918
2024-10-26T19:53:09.585370,67526.73934710813,24464329949.599113
2024-10-26T19:54:52.626398,67517.26181006304,22750187281.72649
2024-10-26T21:57:07.773133,67702.9455590737,20680915044.715816
2024-10-27T06:47:58.870631,72312.4445340952,24632604319.553326
2024-10-27T10:51:15.706620,72291.30757433388,27694058229.826874
2024-10-27T18:06:44.000450,70444.5846063077,30957056318.656116
2024-10-27T18:09:42.514940,70456.55475962952,33620680049.431835
2024-10-28T06:47:38.814271,72312.4445340952,35219684777.957344
2024-10-28T08:48:45.317780,72456.60673208989,36558786525.864456
2024-10-28T08:49:04.128458,72456.60673208989,37654415228.69755
2024-10-28T09:08:09.059877,72334.66838059406,38519102901.053955
2024-10-28T10:50:55.645487,72291.61544450834,39060285261.957184
2024-10-28T18:06:23.691842,70444.5846063077,40256696617.67182
2024-10-28T18:09:22.357830,70452.62569637466,41222466940.50822
2024-10-28T18:13:30.124450,70594.35596045975,42066187035.53274
2024-10-29T06:47:18.752406,72317.05501289785,42133801391.5233
2024-10-29T08:48:25.246118,72437.65996278904,42208440365.21871
2024-10-29T08:48:43.964088,72456.60673208989,42276859279.0783
2024-10-29T09:07:48.989229,72325.72494595876,42300684379.65646
2024-10-29T10:50:35.449043,72291.61544450834,42154306471.72287
2024-10-29T18:06:03.537470,70481.08121841296,42725813811.22741
2024-10-29T18:06:50.222756,70444.5846063077,43255765430.71109
2024-10-29T18:09:02.062467,70452.62569637466,43676250514.81307
2024-10-29T18:13:09.962492,70594.35596045975,44073828141.78216
2024-10-29T18:49:22.430903,70583.08936236984,43948994731.363525
2024-10-30T06:46:58.678012,72319.32614308114,43676814178.32531
2024-10-30T08:48:05.182846,72437.65996278904,43470905372.60217
2024-10-30T08:48:23.899561,72437.65996278904,43302434531.55597
2024-10-30T09:07:28.915255,72325.72494595876,43139791404.41092
2024-10-30T10:50:15.388365,72291.83340341682,42835662414.63503
2024-10-30T18:05:43.154237,70481.08121841296,43283286855.42827
2024-10-30T18:06:30.053993,70444.5846063077,43711879739.60271
2024-10-30T18:08:41.809171,70448.23253448714,44050362047.039276
2024-10-30T18:12:49.772625,70574.33442319917,44377104643.20907
2024-10-30T18:49:02.313895,70583.08936236984,44197130050.712814
